4
2.81864,0.9375451,-2.294958,2500.143,1792.644
0.5475663,1.719218,-1.551831,2250.1,1435.984
0.3374475,2.082868,-1.383819,2500.143,1792.644
1.486843,1.095044,-1.955273,2350.1,1581.781
7
3.304125,1.000000
2.593625,500.000000
1.615250,1500.000000
1.269250,2500.000000
0.962000,3500.000000
0.859375,4500.000000
0.733125,5000.000000
10
3.300750,1.000000
1.579125,500.000000
0.860000,1000.000000
0.742500,1500.000000
0.556500,2000.000000
0.535625,2500.000000
0.414375,3000.000000
0.416875,3500.000000
0.390375,4000.000000
0.390375,4500.000000
7
3.306000,1.000000
1.265000,500.000000
0.656000,1500.000000
0.484250,2500.000000
0.440500,3500.000000
0.388000,4500.000000
0.360500,5000.000000
10
3.306875,1.000000
1.738625,500.000000
1.215000,1000.000000
0.993000,1500.000000
0.776750,2000.000000
0.737625,2500.000000
0.655250,3000.000000
0.699625,3500.000000
0.465250,4500.000000
0.445000,5000.000000
