006 - saucony - bitume,006 - newbalance - bitume,006 - saucony - gravier,006 - newbalance - gravier,006 - saucony - herbe,006 - newblance - herbe
1120.9492561983495,2298.373541666659,1489.8144117647087,2202.8952941176462,859.9010714285743,1567.4722065727663
1134.7426446281017,2318.8214583333256,1510.8291176470616,2226.402647058823,869.08410714286,1579.4815962441278
1148.7591735537214,2336.613124999992,1530.5864705882382,2244.4688235294107,875.08410714286,1589.9135211267565
1164.106280991738,2355.894374999992,1550.0717647058852,2264.0497058823516,883.2537500000028,1597.3407511737048
1174.5938842975231,2372.290208333325,1568.4394117647087,2286.46882352941,890.1287500000028,1606.3783098591507
1189.6517355371925,2387.696458333325,1582.7041176470616,2308.108529411763,897.27160714286,1613.6224413145496
1201.502975206614,2403.758958333325,1600.505588235297,2323.59382352941,903.1198214285743,1620.138873239432
1209.9327272727298,2413.9933333333247,1615.1085294117674,2335.895294117645,910.4501785714314,1625.9557746478827
1216.1641322314074,2425.592291666658,1625.740882352944,2349.3732352941156,916.5171428571457,1635.4158685445964
1225.7674380165315,2438.264166666658,1633.9173529411794,2363.7041176470566,919.1421428571457,1640.044976525817
1231.2550413223166,2447.863124999991,1643.4173529411794,2375.145294117645,925.8519642857171,1647.7398122065679
1246.3707438016554,2462.050624999991,1653.1820588235323,2390.0497058823507,934.9055357142886,1657.8947417840327
1273.8914049586801,2491.7589583333242,1683.7114705882382,2418.0864705882327,960.8564285714314,1678.580187793422
1248.701322314052,2461.9777083333242,1651.6747058823557,2390.005588235292,938.0796428571457,1657.852488262906
1229.825289256201,2448.186041666658,1639.9835294117674,2379.6085294117624,928.02160714286,1644.9229107981173
1221.205454545457,2437.5245833333247,1626.130588235297,2364.5423529411746,922.8608928571457,1636.87596244131
1215.1641322314074,2428.373541666658,1618.2702941176499,2349.211470588233,913.7537500000028,1630.1811267605588
1205.312892561986,2414.654791666658,1605.115882352944,2336.2482352941156,906.64660714286,1621.1060093896672
1193.998842975209,2395.451666666658,1588.0570588235323,2321.5864705882336,897.5305357142886,1611.448732394362
1179.1310743801678,2370.962083333325,1574.4100000000028,2296.6379411764688,891.52160714286,1597.4815962441273
1162.1889256198372,2349.378749999992,1552.3217647058852,2271.270294117646,879.6733928571457,1580.533239436616
1145.8748760330604,2326.363124999992,1526.5791176470616,2246.387941176469,867.4457142857171,1568.3548356807473
1126.9657851239695,2299.446458333326,1505.1747058823557,2216.248235294117,855.5528571428598,1549.0121126760532
1112.3624793388456,2267.988124999993,1482.9320588235323,2187.3952941176467,840.945714285717,1527.1013145539878
1088.8666115702504,2239.722499999993,1459.6967647058852,2156.1967647058823,827.5126785714313,1506.1858215962416
1068.4120661157049,2208.9099999999935,1431.476176470591,2115.535,812.9233928571456,1483.2797183098567
1042.693057851242,2173.6079166666605,1402.0129411764733,2074.674705882354,797.945714285717,1459.6693896713596
1012.0153719008289,2142.633958333327,1367.196764705885,2036.108529411766,780.7180357142885,1433.4440375586842
988.2467768595066,2106.6027083333274,1331.5644117647084,1998.4100000000017,766.6867857142885,1409.420563380281
962.3046280991758,2068.889166666661,1304.0350000000026,1956.1158823529433,752.0305357142885,1380.7304225352111
939.0649586776882,2040.555833333328,1275.086470588238,1917.0202941176499,735.9189285714313,1352.4017840375593
908.7178512396717,2003.175624999995,1239.9026470588262,1871.5276470588265,720.2671428571456,1325.34075117371
876.3128925619857,1968.6131249999955,1205.5791176470614,1823.4688235294145,703.5796428571456,1298.0825352112693
850.1641322314072,1929.269374999996,1172.4173529411792,1783.6379411764735,686.7403571428598,1269.0308920187815
826.3707438016551,1891.0818749999962,1137.7482352941204,1740.0864705882382,669.9457142857169,1242.7022535211293
800.7095867768617,1851.7537499999964,1101.137941176473,1692.0423529411794,653.901071428574,1210.9651643192517
773.1145454545476,1810.2172916666634,1069.1305882352965,1649.2041176470616,638.6421428571455,1180.8102347417869
748.86661157025,1764.811041666664,1038.6600000000024,1602.1894117647087,622.619821428574,1148.4158685446039
721.2054545454566,1715.7589583333313,998.2702941176494,1552.4320588235323,602.182321428574,1120.1952112676086
694.1971900826467,1664.665208333332,960.012941176473,1506.240882352944,584.8028571428597,1090.598967136153
668.0732231404978,1613.8735416666657,921.9320588235319,1459.865882352944,571.9100000000026,1057.622441314557
639.4947107438036,1558.868333333333,887.3805882352965,1413.5129411764733,555.3251785714311,1030.697558685449
620.1310743801671,1503.8995833333338,852.74823529412,1357.1158823529438,537.1823214285739,999.0825352112705
597.7013223140514,1450.6443750000014,822.1673529411788,1298.5644117647084,519.4323214285739,968.0966197183127
572.6847933884316,1397.0714583333354,786.3217647058847,1242.8879411764733,503.46357142857386,937.4017840375615
549.1476033057868,1339.930833333336,747.7188235294141,1187.086470588238,482.35642857143097,906.7163380281718
523.6682644628116,1282.4047916666693,711.1305882352963,1133.711470588238,465.9725000000023,876.0543661971859
500.6434710743818,1227.6495833333358,676.3364705882375,1075.9467647058848,447.8385714285737,846.9698591549324
479.35421487603463,1169.8943750000026,638.8805882352963,1022.4761764705906,428.2492857142879,816.049671361505
453.6930578512411,1111.1079166666693,602.4835294117667,964.3291176470613,410.8341071428592,785.4909859154957
423.1310743801666,1049.9464583333358,564.5570588235313,905.5938235294142,391.347500000002,753.6459154929604
398.668264462811,990.7902083333357,525.9688235294134,852.2261764705905,369.64660714285907,722.2233802816927
372.32942148760424,928.3162500000025,482.85852941176626,801.1085294117669,351.32071428571606,687.650610328641
347.0814876033066,867.5037500000025,441.13058823529553,751.0055882352963,329.1689285714302,658.0919248826316
322.89966942148817,807.8839583333356,399.0644117647071,695.4394117647079,308.66892857143006,626.6787793427255
294.3128925619838,750.8943750000022,358.0497058823539,643.3732352941196,288.08857142857283,595.3313615023499
262.63520661157014,686.9777083333355,318.6232352941183,588.2188235294135,263.2716071428582,563.7445070422559
233.5277685950412,624.472500000002,280.2850000000003,534.9614705882368,241.4055357142866,531.758591549298
204.63520661157014,563.4829166666685,242.9394117647058,481.9247058823543,219.2046428571435,498.0308920187815
176.88314049586765,501.56625000000173,209.5864705882352,433.38794117647166,196.43678571428623,467.0027230046969
153.25504132231393,438.4100000000016,178.27764705882342,384.7629411764715,177.5216071428574,432.65061032864037
129.65999999999988,384.279791666668,147.12323529411756,340.90264705882413,158.0885714285714,398.69755868544775
106.37074380165278,331.4412500000013,118.64529411764697,294.218823529412,138.03499999999988,368.5426291079828
83.6186776859503,281.2797916666677,89.0349999999999,247.07911764705872,121.12428571428559,339.8055399061048
66.38727272727262,237.743333333334,66.02029411764697,209.90264705882345,106.77160714285704,312.81962441314687
50.18892561983462,191.56104166666674,48.71882352941168,172.29235294117638,92.14660714285705,283.0308920187805
35.93272727272718,152.86833333333325,36.45411764705879,136.21147058823522,78.74035714285705,256.3266666666677
28.288099173553636,121.29020833333324,27.40264705882355,106.35117647058816,67.82071428571419,227.47690140845157
20.57735537190079,94.39958333333327,20.674705882352928,82.95411764705875,57.48142857142849,202.8149295774653
15.114545454545508,73.19124999999994,15.73352941176469,63.814411764705845,48.74928571428565,180.81962441314568
11.461652892562011,56.55583333333328,12.601176470588227,50.15264705882349,41.53499999999995,161.44873239436615
8.883140495867742,42.73291666666662,10.446764705882345,37.93205882352938,33.3296428571428,142.79615023474167
6.775702479338818,33.962083333333275,9.314411764705877,29.233529411764696,27.954642857142808,125.92291079812196
6.064958677685926,26.80583333333328,7.814411764705877,23.042352941176468,23.878749999999965,111.38769953051634
5.379008264462786,20.722499999999947,7.439411764705878,17.718823529411765,20.293928571428545,97.31258215962431
4.775702479338818,15.045416666666656,6.924705882352937,13.711470588235283,16.284999999999965,85.25154929577457
4.453388429752041,12.128750000000025,6.549705882352937,11.1820588235294,13.673392857142826,74.12009389671353
4.279834710743778,9.951666666666691,6.08647058823529,9.358529411764698,10.68232142857143,63.42056338028159
4.1476033057851,7.602708333333339,5.4982352941176424,7.8291176470588155,9.191250000000002,54.307887323943596
4.172396694214852,6.352708333333321,4.976176470588232,6.770294117647049,7.499285714285699,45.90882629107976
3.9409917355371658,5.357916666666654,4.682058823529409,5.2702941176470555,6.258214285714274,37.93230046948351
3.5442975206611327,4.498541666666653,4.461470588235291,4.586470588235291,5.2939285714285615,33.01680751173705
3.436859504132209,4.13395833333332,4.417352941176468,3.95411764705882,4.758214285714276,28.74920187793423
3.1310743801652743,3.7797916666666533,4.409999999999997,3.601176470588232,4.463571428571419,24.260938967136102
3.05669421487602,3.5610416666666533,4.057058823529409,3.2849999999999966,4.302857142857134,20.65530516431922
2.709586776859494,3.2641666666666533,3.814411764705879,3.012941176470585,4.088571428571419,17.537934272300472
2.6021487603305693,2.8162499999999864,3.7335294117647027,2.95411764705882,3.972499999999991,15.270328638497665
2.5112396694214802,2.16520833333332,3.476176470588232,2.9099999999999966,3.8341071428571345,13.044976525821605
2.4368595041322267,1.8943749999999866,3.512941176470585,2.873235294117644,3.6644642857142786,11.42995305164318
2.1971900826446245,1.7641666666666531,2.990882352941173,2.7555882352941143,3.597499999999993,10.547323943661958
1.8252892561983436,1.6964583333333199,2.762941176470585,2.601176470588232,3.38321428571428,9.228075117370881
1.602148760330575,1.5610416666666556,2.373235294117644,2.762941176470585,3.289464285714282,8.307887323943651
1.5690909090909058,1.4204166666666609,2.262941176470585,2.5864705882352905,3.396607142857138,7.251549295774639
1.46165289256198,1.3006249999999966,2.2702941176470555,2.3585294117647027,3.262678571428568,6.584882629107978
1.2550413223140462,1.0141666666666633,2.189411764705879,2.4099999999999966,3.2091071428571394,6.462816901408448
1.2467768595041289,0.9516666666666632,1.9541176470588202,2.439411764705879,3.088571428571425,6.129483568075114
1.1889256198347073,0.85270833333333,1.7849999999999966,2.490882352941173,2.999285714285711,5.8947417840375556
1.1145454545454512,0.8110416666666632,1.6967647058823496,2.3585294117647027,2.7894642857142817,5.716338028169011
1.089752066115699,0.8266666666666632,1.5717647058823496,2.402647058823526,2.6108928571428534,5.598967136150232
1.089752066115699,0.8474999999999966,1.6085294117647024,2.167352941176467,2.5349999999999957,5.505070422535208
1.0566942148760297,0.8318749999999966,1.5644117647058788,2.2114705882352905,2.5573214285714236,5.279718309859152
1.040165289256195,0.8422916666666632,1.387941176470585,2.123235294117644,2.3966071428571367,5.246854460093894
1.0153719008264428,0.80583333333333,1.1820588235294083,2.027647058823526,2.3341071428571385,5.120093896713612
1.0980165289256165,0.8266666666666632,1.262941176470585,2.0717647058823494,2.267142857142854,5.176431924882626
0.9988429752066081,0.82145833333333,1.1673529411764672,2.0864705882352905,2.3474999999999957,5.049671361502344
1.1558677685950378,0.85270833333333,1.152647058823526,2.093823529411761,2.329642857142853,5.063755868544598
1.1310743801652858,0.8006249999999966,1.1673529411764672,2.123235294117644,2.262678571428568,5.026197183098588
1.0814876033057816,0.8631249999999966,1.0497058823529377,2.093823529411761,2.289464285714282,4.974553990610325
1.0566942148760297,0.8474999999999966,1.012941176470585,2.027647058823526,2.3117857142857097,4.857183098591546
1.0980165289256165,0.83708333333333,1.0864705882352907,1.9982352941176436,2.3028571428571394,4.8712676056338
1.0236363636363601,0.8474999999999966,1.012941176470585,1.9394117647058788,2.356428571428567,4.927605633802814
1.1310743801652858,0.93083333333333,1.0570588235294083,1.9614705882352907,2.293928571428568,4.7867605633802786
