006 - saucony - bitume,006 - newbalance - bitume,006 - saucony - gravier,006 - newbalance - gravier,006 - saucony - herbe,006 - newblance - herbe
1.0153719008264428,0.75895833333333,2.064411764705879,1.4173529411764672,6.51267857142856,2.908826291079791
0.8748760330578478,0.77458333333333,2.064411764705879,1.490882352941173,7.10642857142856,2.9416901408450493
0.9409917355371866,0.75895833333333,2.2114705882352905,1.9394117647058773,7.548392857142848,3.0261971830985703
0.924462809917352,0.77458333333333,2.292352941176467,2.0055882352941117,8.119821428571445,3.523849765258195
0.9079338842975172,0.7537499999999966,2.527647058823526,1.9688235294117589,8.56178571428576,3.796150234741763
0.9161983471074346,0.74333333333333,2.917352941176467,2.4247058823529226,9.601964285714317,4.359530516431904
1.0153719008264428,0.75895833333333,3.417352941176467,2.5055882352940984,10.070714285714319,4.847793427230029
0.8996694214875999,0.75895833333333,3.4835294117647027,2.5349999999999784,10.96357142857146,5.7961502347418
0.974049586776856,0.7641666666666632,3.7997058823529377,2.689411764705858,11.660000000000023,6.819624413145587
1.0153719008264428,0.7485416666666632,4.115882352941173,2.652647058823506,12.651071428571452,8.78676056338033
1.064958677685947,0.7641666666666632,4.549705882352938,2.799705882352913,13.802857142857151,10.115399061032878
1.2302479338842942,0.7485416666666632,4.5129411764705845,3.1085294117646742,15.311785714285618,12.228075117370862
1.2219834710743767,0.75895833333333,4.527647058823526,3.1379411764705565,16.606428571428474,14.97455399061023
1.296363636363633,0.8162499999999966,4.909999999999997,3.30705882352938,18.843035714285634,18.242159624413045
1.4533884297520627,0.7641666666666632,5.182058823529409,3.4541176470587915,21.34303571428564,23.237464788732307
1.7013223140495835,0.8006249999999966,5.358529411764702,3.8144117647058504,23.633214285714214,28.24215962441307
1.345950413223137,0.7849999999999966,5.740882352941173,4.115882352941145,27.829642857142762,34.93230046948348
1.3872727272727239,0.7641666666666632,5.968823529411761,4.240882352941145,32.88767857142846,42.6693896713614
1.5112396694214842,0.77458333333333,6.159999999999997,4.755588235294086,39.494821428571306,50.5144600938966
1.9740495867768562,0.8006249999999966,6.755588235294114,4.887941176470556,45.55285714285702,60.22338028169002
2.2385123966942104,0.82145833333333,7.637941176470584,5.373235294117615,53.418928571428445,70.05906103286372
3.304628099173533,0.8735416666666632,8.512941176470576,5.93205882352938,63.240357142857015,81.46751173708907
4.850082644628074,0.96208333333333,9.211470588235274,6.799705882352909,72.1823214285713,94.86187793427217
6.395537190082618,1.4308333333333276,10.336470588235269,7.615882352941147,83.99035714285701,110.07784037558673
9.064958677685926,1.7954166666666531,12.233529411764678,8.373235294117617,94.12428571428559,125.3595305164318
12.75090909090912,2.467291666666652,14.954117647058798,10.03499999999997,106.8385714285713,143.20460093896702
17.69305785123972,3.467291666666652,17.880588235294102,12.770294117647046,119.53499999999987,162.28441314553996
25.924462809917312,4.889166666666652,21.814411764705937,16.24823529411767,133.43678571428558,182.96985915493
35.18892561983461,7.02458333333333,26.23352941176475,20.24823529411768,144.70017857142844,202.6553051643199
43.6599999999999,8.524583333333355,31.248235294117677,27.95411764705878,158.83410714285722,224.57079812206672
53.86661157024783,10.545416666666693,39.71882352941166,38.40264705882344,174.34750000000034,247.15295774648035
68.91619834710733,14.696458333333338,50.40264705882341,51.43205882352932,187.963571428572,271.5144600938985
85.31289256198336,20.62354166666661,61.9835294117646,67.39529411764697,203.1733928571436,295.75389671361694
104.82528925619822,30.665208333333258,79.86588235294106,89.34382352941167,218.26714285714397,320.3876995305185
124.80049586776846,46.23812499999993,98.76294117647046,115.12323529411753,231.61982142857278,345.9698591549317
144.59388429752053,65.61312499999993,119.96147058823516,142.9247058823528,247.45910714285876,370.81023474178625
171.10628099173542,89.72770833333324,142.82176470588223,171.5497058823528,263.4189285714303,397.99333333333567
199.22198347107425,120.08708333333323,167.7041176470587,207.31441176470577,279.2448214285733,424.9416901408475
226.15586776859493,154.19124999999988,192.505588235294,243.74088235294107,295.6376785714305,453.91821596244387
251.92446280991723,191.8735416666669,218.0570588235293,288.03500000000025,311.8966071428592,480.9323004694861
278.00710743801653,230.97250000000065,246.3879411764705,335.0497058823535,326.3876785714306,510.2797183098618
304.2385123966944,277.89958333333436,279.9982352941179,385.1894117647069,339.4591071428592,541.5520187793454
330.1971900826451,322.60270833333465,309.4541176470593,432.6305882352955,353.8698214285736,570.711643192491
355.8335537190089,371.1652083333349,337.6747058823537,478.55705882353095,370.1644642857164,600.4815962441342
381.94925619834794,419.96729166666825,367.0717647058834,525.2997058823546,385.05285714285935,628.899436619721
405.064958677687,470.9829166666685,395.92470588235426,571.8364705882371,397.7448214285737,658.9229107981249
425.89966942148874,517.8995833333353,426.11588235294266,620.6305882352963,411.0082142857165,687.4346478873267
445.4699173553732,568.191250000002,456.071764705884,668.3144117647081,426.22696428571663,715.7398122065756
462.87487603305925,614.050625000002,483.8291176470605,715.4614705882376,438.8162500000023,742.4252582159653
483.0732231404973,663.5141666666688,515.5350000000018,765.1232352941199,451.91892857143097,771.0543661971859
503.66826446281146,710.7850000000021,543.1820588235313,812.7555882352965,463.20464285714525,800.4581220657305
519.7922314049603,759.5558333333356,569.3217647058843,861.3585294117671,474.26267857143097,826.0590610328667
535.6104132231421,803.8370833333356,597.424705882355,911.9688235294143,486.700178571431,853.185821596247
556.3624793388447,854.6443750000025,625.2188235294138,963.3805882352966,496.82071428571675,881.2656338028198
572.428595041324,903.4620833333357,650.0864705882374,1015.652647058826,509.7180357142882,907.1999061032893
589.7839669421505,955.4308333333357,674.2776470588258,1063.321764705885,519.200178571431,934.3736150234771
607.3624793388448,1008.2850000000026,703.3585294117669,1111.7776470588262,531.0662500000025,958.866572769956
625.345950413225,1068.1235416666693,727.2555882352963,1155.6452941176497,542.9010714285739,983.7492018779373
643.1806611570266,1126.9620833333358,751.9688235294141,1205.0202941176497,552.3385714285739,1007.0637558685476
656.9575206611589,1181.3006250000026,776.9467647058847,1253.2041176470614,562.6644642857168,1032.152957746482
675.4285950413242,1238.758958333336,799.777647058826,1301.8805882352967,573.9278571428597,1058.542629107984
689.2880991735557,1294.2485416666693,826.5202941176494,1344.9247058823555,585.0171428571455,1081.6693896713643
705.6600000000019,1350.8631250000028,857.3952941176494,1391.0791176470614,598.0796428571455,1107.847793427233
720.3790082644649,1405.0870833333354,882.87323529412,1436.4761764705909,607.2671428571455,1129.7820657277025
738.3211570247954,1461.331875000001,908.5497058823555,1479.3217647058852,616.5483928571455,1150.6646948356838
753.8831404958698,1515.0662500000005,933.4688235294143,1519.130588235297,628.4591071428597,1174.9369953051673
767.560826446283,1568.3631249999999,960.3732352941201,1560.615882352944,638.1019642857169,1200.7726760563412
784.0649586776881,1615.873541666666,983.1820588235319,1600.5791176470616,648.0796428571455,1221.509765258219
803.0153719008287,1662.3266666666657,1008.1305882352965,1640.7923529411794,657.0305357142882,1243.2046009389699
815.4120661157046,1708.9256249999983,1036.3585294117674,1677.3217647058852,668.088571428574,1259.7069483568098
829.3624793388451,1758.5974999999978,1060.2629411764733,1714.4541176470616,678.1108928571455,1279.6834741784057
843.2550413223162,1799.3370833333308,1085.1747058823555,1748.5791176470616,687.1912500000026,1296.7820657277011
856.9079338842997,1840.206874999997,1103.461470588238,1785.4100000000028,700.4680357142882,1318.415868544602
873.3955371900848,1876.50895833333,1127.696764705885,1817.8585294117674,710.8564285714313,1337.697558685447
892.8170247933907,1912.264166666663,1150.5497058823555,1851.1600000000028,721.789464285717,1356.6271361502352
907.0732231404982,1950.363124999996,1177.586470588238,1882.1379411764735,734.3608928571456,1373.866572769953
922.4451239669445,1988.0974999999955,1202.9761764705909,1910.615882352944,743.3251785714313,1392.3548356807507
938.3211570247956,2022.4099999999953,1230.1673529411792,1939.4982352941204,753.3028571428598,1408.3172769953044
957.188925619837,2053.561041666662,1258.6894117647084,1966.299705882355,764.195714285717,1424.1764319248814
972.0401652892585,2087.602708333328,1282.9394117647084,1992.3952941176487,771.7805357142885,1441.5285446009375
987.0732231404983,2118.4881249999944,1306.6158823529438,2021.990882352943,784.8073214285741,1456.8994366197164
1007.7343801652917,2145.592291666661,1329.6600000000026,2050.748235294119,795.0885714285741,1472.4581220657255
1027.792231404961,2174.243333333327,1353.5202941176499,2075.5864705882364,805.1733928571456,1487.462816901406
1041.8252892562007,2196.102708333327,1379.5938235294145,2097.9761764705886,816.5037500000027,1501.9369953051616
1057.1889256198372,2218.68604166666,1406.990882352944,2117.8658823529418,825.9903571428598,1517.7820657276968
1072.1806611570273,2236.67041666666,1427.0202941176499,2141.049705882353,834.570714285717,1531.2938028168985
1088.808760330581,2257.7902083333265,1448.8217647058852,2159.4908823529413,843.070714285717,1544.2280751173678
1109.9327272727298,2279.8891666666595,1470.0423529411794,2182.667352941176,849.1242857142885,1558.631830985912
